<s>
56,97
61,97
66,97
73,97
79,97
85,97
93,97
99,97
105,97
111,97
116,97
121,97
127,97
132,97
125,103
118,109
112,114
107,118
99,126
95,130
92,134
90,139
90,145
90,151
90,156
92,161
95,165
100,167
108,169
113,170
118,170
126,172
131,172
143,176
151,176
162,176
173,176
178,176
183,175
183,169
183,163
183,158
183,153
183,148
181,140
</s>
<s>
91,61
90,66
87,75
85,80
82,86
80,91
76,95
71,102
66,112
61,117
58,122
52,130
49,136
44,145
41,149
38,153
34,157
30,161
</s>
<s>
39,127
45,132
53,137
59,141
63,147
71,152
75,156
78,160
</s>
