<s>
(44,61)
(44,62)
(44,63)
(44,64)
(44,67)
(44,68)
(44,71)
(44,72)
(44,73)
(44,74)
(44,75)
(44,76)
(44,77)
(44,79)
(44,81)
(44,82)
(44,83)
(44,84)
(44,85)
(44,86)
(44,88)
(44,89)
(44,90)
(44,91)
(44,92)
(44,93)
(44,94)
(44,95)
(44,96)
(44,97)
(44,98)
(44,99)
(44,100)
(44,101)
(44,103)
(44,104)
(44,105)
(44,106)
(44,107)
(44,108)
(44,109)
(44,110)
(44,111)
(44,112)
(44,113)
(44,114)
(44,115)
(44,116)
(44,117)
(44,118)
(44,119)
(44,120)
(44,121)
(44,122)
(44,123)
(44,124)
(44,125)
</s>
<s>
(47,64)
(49,64)
(51,64)
(53,64)
(55,64)
(57,64)
(60,64)
(62,64)
(64,64)
(66,64)
(67,64)
(69,64)
(70,64)
(71,63)
(72,63)
(73,63)
(74,63)
(75,63)
(76,63)
(77,63)
(78,63)
(79,63)
(80,63)
(81,63)
(82,63)
(83,63)
(84,63)
(86,63)
(87,63)
(89,63)
(90,63)
(92,63)
(93,63)
(94,63)
(95,63)
(96,63)
(98,63)
(99,63)
(100,63)
(101,63)
(102,63)
(103,63)
(104,63)
(105,63)
(106,63)
(107,63)
(108,63)
(109,63)
(110,63)
(111,63)
(112,63)
(114,63)
(115,63)
(117,63)
(119,63)
(120,63)
(122,63)
(123,63)
(125,63)
(126,63)
(127,63)
(128,63)
(129,63)
(130,63)
(131,63)
(131,64)
(132,64)
(132,65)
(132,66)
(132,67)
(132,68)
(132,69)
(132,70)
(132,71)
(132,72)
(132,73)
(132,74)
(132,75)
(132,76)
(132,77)
(132,78)
(132,79)
(132,80)
(132,82)
(132,84)
(132,85)
(132,86)
(132,88)
(132,90)
(132,91)
(131,93)
(131,94)
(131,96)
(131,98)
(131,99)
(130,101)
(130,103)
(130,105)
(130,106)
(129,108)
(129,110)
(128,111)
(128,113)
(127,114)
(127,116)
(126,117)
(126,118)
(125,120)
(125,121)
(125,122)
(124,122)
(124,123)
(124,124)
(124,125)
(123,125)
(122,124)
(122,123)
(121,122)
(120,120)
(119,118)
(115,114)
(115,113)
(114,112)
(114,111)
</s>
<s>
(79,70)
(78,71)
(78,72)
(78,73)
(78,74)
(77,74)
(77,75)
(77,76)
(76,76)
(76,77)
(76,78)
(75,79)
(75,80)
(75,81)
(74,81)
(74,82)
(74,83)
(73,84)
(73,85)
(72,86)
(71,86)
(70,87)
(70,88)
(69,88)
(68,89)
(68,90)
(67,90)
(67,91)
(66,92)
(65,93)
(64,93)
(64,94)
(63,94)
(63,95)
(62,96)
</s>
<s>
(91,68)
(91,69)
(91,70)
(91,71)
(91,72)
(91,73)
(91,74)
(91,75)
(91,76)
(90,77)
(90,78)
(90,79)
(90,80)
(90,81)
(90,82)
(90,83)
(90,84)
(90,85)
(90,86)
(90,87)
(91,88)
(92,89)
(93,89)
(94,90)
(95,90)
(96,90)
(97,91)
(98,91)
(99,91)
(99,92)
(100,92)
(101,92)
(102,93)
(103,93)
(104,93)
(105,93)
(106,93)
(106,94)
(107,94)
(108,94)
(109,94)
(109,95)
(110,95)
(111,95)
(112,95)
(113,95)
</s>
<s>
(50,117)
(51,117)
(52,117)
(53,117)
(54,117)
(56,117)
(58,117)
(60,117)
(62,117)
(63,117)
(65,117)
(67,117)
(69,117)
(70,117)
(72,117)
(73,117)
(74,117)
(76,117)
(78,117)
(79,117)
(80,117)
(81,117)
(82,117)
(84,117)
(85,117)
(87,117)
(88,117)
(89,117)
(91,117)
(92,117)
(93,117)
(94,117)
(95,117)
(96,117)
(97,117)
(98,117)
(99,117)
(100,117)
(101,117)
(102,117)
(103,117)
(105,117)
(106,117)
(108,117)
(109,117)
(110,117)
(111,117)
</s>
