<s>
(73,75)
(73,74)
(75,74)
(77,74)
(81,73)
(84,73)
(92,71)
(94,71)
(96,70)
(99,70)
(101,70)
(102,70)
(103,70)
(104,70)
(105,70)
(106,70)
</s>
<s>
(61,109)
(63,109)
(65,109)
(75,107)
(78,107)
(84,105)
(92,105)
(98,103)
(101,103)
(104,103)
(106,103)
(108,103)
(109,103)
(110,103)
(112,103)
(113,103)
(114,103)
(115,103)
(116,103)
(117,103)
(118,103)
(119,103)
(122,103)
(123,103)
(123,104)
(123,105)
(123,106)
(119,110)
(118,111)
(117,112)
(113,116)
(111,117)
(110,119)
(109,120)
(108,121)
(107,122)
(106,124)
(104,125)
(103,127)
(102,128)
(101,130)
(100,131)
(99,132)
(99,133)
</s>
<s>
(86,89)
(86,91)
(86,92)
(86,94)
(86,96)
(86,98)
(86,100)
(86,101)
(86,103)
(86,105)
(86,106)
(85,107)
(85,109)
(84,110)
(84,112)
(83,113)
(83,114)
(82,115)
(82,116)
(82,117)
(81,117)
(81,118)
(81,119)
(80,119)
(80,120)
(79,121)
(79,122)
(78,124)
(78,125)
(77,126)
(77,127)
(76,128)
(76,129)
(75,130)
(75,131)
</s>
<s>
(44,138)
(47,138)
(50,138)
(53,138)
(61,138)
(69,138)
(79,138)
(87,138)
(97,138)
(105,138)
(115,138)
(123,138)
(126,138)
(129,138)
(131,138)
(133,138)
(134,138)
(135,138)
(136,138)
(137,138)
(139,138)
(140,138)
(141,138)
</s>
