<s>
(48,109)
(49,109)
(50,108)
(52,107)
(53,107)
(55,107)
(56,106)
(57,106)
(59,105)
(60,105)
(62,105)
(63,104)
(64,104)
(65,103)
(66,102)
(67,102)
(71,98)
(73,98)
(74,97)
(75,96)
(77,96)
(78,96)
(80,95)
(81,95)
(82,94)
(83,94)
(85,94)
(86,93)
(87,93)
(88,93)
(89,92)
(90,92)
(91,92)
(92,92)
(93,91)
(94,91)
(95,91)
(96,90)
(97,90)
(98,90)
(99,90)
(100,90)
(101,90)
(102,90)
(103,90)
(104,90)
(105,90)
(106,89)
(107,89)
(108,89)
(110,89)
(111,89)
(113,89)
(115,89)
(116,89)
(117,89)
(119,88)
(120,88)
</s>
<s>
(76,67)
(76,68)
(77,69)
(77,71)
(77,73)
(77,74)
(77,77)
(77,79)
(77,81)
(77,83)
(77,85)
(77,87)
(76,89)
(76,91)
(76,93)
(76,94)
(76,95)
(76,96)
(76,97)
(76,99)
(76,101)
(76,103)
(76,105)
(76,107)
(76,109)
(76,111)
(76,113)
(76,114)
(76,116)
(76,117)
(76,119)
(76,120)
(75,122)
(75,123)
(75,125)
(75,126)
(75,127)
(75,128)
(75,129)
(75,130)
(75,131)
(75,132)
(76,133)
(77,133)
(78,133)
(78,134)
(79,134)
(80,134)
(81,134)
(83,134)
(84,135)
(85,135)
(87,135)
(88,135)
(91,135)
(93,135)
(94,135)
(100,137)
(102,137)
(104,137)
(106,137)
(107,137)
(109,137)
(111,137)
(112,137)
(113,137)
(115,137)
(116,137)
(117,137)
(119,137)
(120,137)
(122,137)
(124,137)
(126,137)
(128,137)
(129,137)
(131,137)
(132,137)
(133,137)
(134,137)
(135,136)
(135,135)
(135,134)
(136,133)
(136,130)
(136,129)
(136,126)
(136,125)
(136,124)
(136,123)
</s>
