<s>
59,72
59,77
58,82
56,87
55,92
53,97
51,102
50,107
48,112
47,117
45,122
42,127
</s>
<s>
72,37
73,42
74,47
75,52
76,57
76,62
76,68
76,73
76,78
76,84
76,89
74,94
74,99
73,105
72,112
70,118
68,124
67,129
65,134
63,140
60,145
57,149
54,153
50,156
46,160
42,163
</s>
<s>
82,77
86,82
89,88
93,92
96,97
99,102
101,107
104,112
107,116
</s>
<s>
117,29
117,35
117,40
117,46
117,52
117,58
116,64
116,69
116,75
116,80
116,86
116,91
116,98
116,103
116,109
116,114
115,119
115,124
115,130
115,135
115,140
115,145
115,150
</s>
<s>
126,73
128,78
131,84
136,91
139,96
142,101
145,105
</s>
<s>
159,21
159,26
159,32
159,38
160,44
160,49
160,54
160,60
161,66
162,72
163,78
163,84
163,90
163,96
163,102
163,109
163,115
163,120
163,125
163,131
163,136
163,141
163,146
163,151
163,156
163,161
163,166
163,171
</s>
