<s>
(83,60)
(84,61)
(84,62)
(85,63)
(86,65)
(86,66)
(87,67)
(87,68)
(88,70)
(88,72)
(89,73)
(89,75)
(90,76)
(90,77)
(90,79)
(90,80)
(91,81)
(91,82)
(91,83)
(91,84)
(91,85)
</s>
<s>
(44,98)
(48,98)
(49,98)
(51,98)
(53,98)
(55,98)
(57,98)
(59,98)
(62,98)
(64,98)
(67,98)
(69,98)
(71,97)
(73,97)
(75,97)
(76,97)
(78,96)
(80,96)
(82,96)
(83,96)
(85,95)
(86,95)
(87,95)
(90,95)
(92,94)
(94,94)
(95,94)
(97,94)
(98,94)
(100,94)
(101,94)
(102,94)
(104,94)
(106,94)
(107,94)
(108,94)
(109,94)
(110,94)
(111,94)
(112,94)
(113,94)
(114,94)
(115,94)
(116,94)
(117,94)
(118,94)
(119,94)
</s>
<s>
(74,113)
(74,114)
(74,116)
(74,118)
(72,124)
(72,126)
(70,132)
(69,133)
(68,135)
(68,136)
(67,137)
(67,138)
(66,138)
(66,139)
(65,139)
(65,140)
(64,140)
(63,141)
(62,142)
(61,142)
(60,143)
(59,143)
(59,144)
(58,144)
(57,144)
</s>
<s>
(95,120)
(96,120)
(97,121)
(98,122)
(99,123)
(101,124)
(101,125)
(102,126)
(103,127)
(104,128)
(104,129)
(105,129)
(106,130)
(106,131)
(106,132)
(107,133)
(108,134)
</s>
