<s>
(74,102)
(74,104)
(73,106)
(73,109)
(72,111)
(72,114)
(71,117)
(71,118)
(69,121)
(69,123)
(68,124)
(67,125)
(67,126)
(66,127)
(65,128)
(64,129)
(63,130)
(62,131)
(61,132)
(60,132)
(59,134)
(57,134)
(55,135)
(54,136)
(52,137)
(51,138)
(50,139)
(49,139)
(48,139)
(47,140)
</s>
<s>
(83,63)
(84,63)
(85,64)
(86,66)
(88,67)
(90,73)
(94,77)
(100,83)
(104,89)
(108,93)
(112,99)
(113,101)
(115,107)
(116,109)
(118,110)
(119,112)
(120,113)
(121,115)
(121,116)
(122,117)
(123,118)
(124,119)
(125,120)
(126,121)
(126,122)
(127,123)
(128,123)
(129,124)
(130,125)
(131,126)
(132,127)
(132,128)
(134,128)
(134,129)
(135,130)
(136,131)
(137,132)
(137,133)
(139,134)
(140,134)
(141,135)
(142,136)
(143,137)
(145,138)
(146,138)
(148,139)
(149,139)
(150,140)
(152,140)
(153,141)
</s>
