<s>
(39,73)
(40,74)
(40,75)
(40,77)
(41,78)
(41,79)
(41,80)
(41,81)
(42,81)
(42,82)
(42,83)
(43,84)
(43,85)
(44,86)
(44,87)
(44,88)
(45,90)
(45,92)
(45,94)
(46,95)
(46,96)
(46,97)
(47,98)
(47,99)
(47,101)
(47,102)
(47,103)
(47,104)
(47,105)
(47,106)
(48,106)
(48,107)
(48,108)
(48,109)
(48,110)
(48,111)
(48,113)
(48,114)
(49,115)
(49,116)
(49,117)
(49,118)
(49,119)
(50,119)
(50,120)
</s>
<s>
(48,77)
(49,77)
(50,77)
(51,77)
(52,77)
(53,77)
(54,77)
(56,77)
(58,76)
(59,76)
(61,76)
(62,76)
(64,76)
(66,76)
(67,76)
(68,76)
(69,76)
(70,76)
(72,76)
(73,76)
(75,76)
(76,76)
(78,76)
(79,76)
(81,76)
(82,75)
(84,75)
(86,75)
(87,75)
(89,75)
(90,75)
(92,75)
(93,75)
(95,75)
(96,75)
(98,75)
(99,75)
(101,75)
(103,75)
(104,75)
(106,75)
(108,75)
(110,75)
(112,75)
(114,74)
(116,74)
(117,74)
(118,74)
(119,74)
(120,74)
(121,74)
(123,73)
(124,73)
(125,73)
(127,73)
(129,73)
(131,73)
(132,72)
(134,72)
(136,72)
(137,72)
(137,73)
(137,74)
(137,75)
(137,76)
(137,77)
(137,78)
(136,79)
(136,80)
(135,81)
(135,83)
(134,84)
(134,85)
(133,87)
(132,88)
(132,89)
(131,90)
(131,92)
(130,93)
(130,94)
(129,95)
(129,96)
(128,98)
(127,100)
(126,101)
(126,102)
(126,103)
(125,104)
(125,105)
(124,107)
(124,108)
(123,110)
(123,111)
(122,112)
(122,114)
(121,115)
(121,116)
(121,117)
(121,118)
(120,118)
(120,119)
(120,120)
(119,121)
(119,122)
(118,122)
(117,122)
(116,121)
(114,120)
(113,118)
(109,112)
(103,108)
(99,104)
(97,103)
(93,99)
(92,98)
(91,97)
(90,97)
(89,96)
</s>
<s>
(75,80)
(75,81)
(75,82)
(75,83)
(75,84)
(74,84)
(74,86)
(73,86)
(73,87)
(72,88)
(72,89)
(71,89)
(71,90)
(70,90)
(70,91)
(69,92)
(69,93)
(68,93)
</s>
<s>
(87,82)
(87,83)
(86,84)
(86,85)
(86,86)
(85,87)
(85,88)
(85,90)
(85,91)
(85,92)
(85,93)
(85,94)
(85,95)
(85,96)
(86,97)
(87,97)
(88,98)
(89,98)
(90,98)
(91,98)
(92,98)
(94,98)
(95,99)
</s>
<s>
(61,114)
(62,113)
(64,113)
(65,112)
(67,112)
(68,111)
(69,111)
(71,111)
(72,111)
(74,111)
(75,111)
(76,111)
(78,111)
(79,111)
(80,111)
(81,111)
(83,111)
(84,111)
(86,111)
(87,111)
(89,111)
(90,111)
(92,111)
(93,111)
(95,111)
(97,111)
(98,111)
(99,111)
(100,111)
(101,111)
(102,111)
(103,111)
(104,110)
(105,110)
(106,110)
(107,110)
(108,110)
(109,110)
</s>
